question,answer,cosine_same_anchor,cosine_wrong_modality_anchor,margin_same_minus_wrong,top1_same_index,top1_combined_domain,top1_combined_index
How many types of musical instruments sound in the video?,one,-0.01032265555113554,-0.010955244302749634,0.0006325887516140938,455,same,455
How many types of musical instruments sound in the video?,two,-0.010981371626257896,-0.011522565968334675,0.0005411943420767784,259,same,259
How many types of musical instruments sound in the video?,one,-0.011301339603960514,-0.011925749480724335,0.0006244098767638206,455,same,455
Is the guzheng in the video always playing?,yes,-0.009963481687009335,-0.010672676376998425,0.00070919468998909,105,same,105
Is the ukulele in the video always playing?,yes,-0.010790232568979263,-0.010910745710134506,0.00012051314115524292,455,same,455
Is the piano in the video always playing?,no,-0.01287379302084446,-0.013223344460129738,0.0003495514392852783,259,same,259
How many sounding saxophone in the video？,one,-0.012469113804399967,-0.01280949730426073,0.00034038349986076355,455,same,455
Is the violin in the video always playing?,yes,-0.011422177776694298,-0.011653508991003036,0.0002313312143087387,455,same,455
How many types of musical instruments sound in the video?,two,-0.011041702702641487,-0.011566989123821259,0.0005252864211797714,259,same,259
How many types of musical instruments sound in the video?,two,-0.010132618248462677,-0.010677696205675602,0.000545077957212925,259,same,259
How many types of musical instruments sound in the video?,two,-0.010832247324287891,-0.011400765739381313,0.0005685184150934219,259,same,259
Is the xylophone in the video always playing?,yes,-0.010104688815772533,-0.010448520071804523,0.00034383125603199005,105,same,105
How many types of musical instruments sound in the video?,one,-0.01722860522568226,-0.01762504316866398,0.00039643794298171997,3,same,3
How many types of musical instruments sound in the video?,two,-0.01558501273393631,-0.016033120453357697,0.0004481077194213867,455,same,455
How many sounding piano in the video？,zero,-0.010647233575582504,-0.0108950762078166,0.0002478426322340965,259,same,259
Is there a violin in the entire video?,yes,-0.012414641678333282,-0.012742707505822182,0.00032806582748889923,259,same,259
How many types of musical instruments sound in the video?,two,-0.013382462784647942,-0.01395854540169239,0.0005760826170444489,455,same,455
Is there a acoustic_guitar in the entire video?,yes,-0.01140577532351017,-0.01141211949288845,6.34416937828064e-06,105,same,105
How many types of musical instruments sound in the video?,three,-0.013558994978666306,-0.013936505652964115,0.0003775106742978096,259,same,259
How many types of musical instruments sound in the video?,three,-0.014125322923064232,-0.014308426529169083,0.00018310360610485077,455,same,455
How many types of musical instruments sound in the video?,one,-0.010578316636383533,-0.011220216751098633,0.0006419001147150993,105,same,105
How many types of musical instruments sound in the video?,two,-0.013584185391664505,-0.013947323895990849,0.00036313850432634354,455,same,455
How many types of musical instruments sound in the video?,two,-0.013421205803751945,-0.013841603882610798,0.0004203980788588524,259,same,259
Is the cello in the video always playing?,yes,-0.01163114607334137,-0.011670045554637909,3.889948129653931e-05,455,same,455
How many types of musical instruments sound in the video?,two,-0.01223129965364933,-0.012719973921775818,0.0004886742681264877,259,same,259
How many types of musical instruments sound in the video?,three,-0.012891131453216076,-0.013197146356105804,0.00030601490288972855,455,same,455
How many types of musical instruments sound in the video?,two,-0.011265440843999386,-0.011717606335878372,0.00045216549187898636,259,same,259
How many types of musical instruments sound in the video?,three,-0.012394551187753677,-0.01271804329007864,0.0003234921023249626,455,same,455
Is there a violin sound?,yes,-0.012787645682692528,-0.013136278837919235,0.00034863315522670746,455,same,455
Is there a pipa in the entire video?,yes,-0.01398481521755457,-0.01391188707202673,-7.292814552783966e-05,455,same,455
Is the acoustic_guitar in the video always playing?,yes,-0.012374302372336388,-0.012509170919656754,0.0001348685473203659,455,same,455
Is the guzheng in the video always playing?,yes,-0.01169250812381506,-0.012508713640272617,0.0008162055164575577,105,same,105
Is the acoustic_guitar in the video always playing?,yes,-0.009731737896800041,-0.009717877954244614,-1.3859942555427551e-05,259,same,259
How many types of musical instruments sound in the video?,two,-0.017955884337425232,-0.018391866236925125,0.0004359818994998932,455,same,455
Is there a electric_bass in the entire video?,no,-0.012149525806307793,-0.012481826357543468,0.0003323005512356758,259,same,259
How many types of musical instruments sound in the video?,two,-0.015091403387486935,-0.015542518347501755,0.0004511149600148201,455,same,455
How many types of musical instruments sound in the video?,two,-0.010958795435726643,-0.011401891708374023,0.00044309627264738083,455,same,455
How many types of musical instruments sound in the video?,two,-0.012260852381587029,-0.012662744149565697,0.0004018917679786682,455,same,455
Is there a bagpipe in the entire video?,no,-0.013079897500574589,-0.013357015326619148,0.0002771178260445595,259,same,259
How many types of musical instruments sound in the video?,one,-0.00975857675075531,-0.010419382713735104,0.0006608059629797935,259,same,259
How many types of musical instruments sound in the video?,one,-0.010466938838362694,-0.01114901527762413,0.0006820764392614365,455,same,455
How many sounding violin in the video？,two,-0.007191798649728298,-0.007581539452075958,0.00038974080234766006,455,same,455
How many types of musical instruments sound in the video?,two,-0.010573647916316986,-0.011007682420313358,0.0004340345039963722,259,same,259
How many types of musical instruments sound in the video?,two,-0.014385757967829704,-0.014888742007315159,0.0005029840394854546,259,same,259
Is the piano in the video always playing?,yes,-0.009482739493250847,-0.009740954264998436,0.0002582147717475891,259,same,259
How many types of musical instruments sound in the video?,two,-0.013530107215046883,-0.014030100777745247,0.0004999935626983643,259,same,259
How many types of musical instruments sound in the video?,two,-0.013777465559542179,-0.014279551804065704,0.0005020862445235252,259,same,259
How many types of musical instruments sound in the video?,one,-0.01704845018684864,-0.017551042139530182,0.0005025919526815414,455,wrong,967
How many types of musical instruments sound in the video?,two,-0.011361182667315006,-0.011951026506721973,0.0005898438394069672,455,same,455
Is the erhu in the video always playing?,no,-0.01504257321357727,-0.015479832887649536,0.0004372596740722656,259,same,259
Is the acoustic_guitar in the video always playing?,yes,-0.014216327108442783,-0.014192722737789154,-2.3604370653629303e-05,455,same,455
How many sounding cello in the video？,one,-0.009888275526463985,-0.01031619030982256,0.0004279147833585739,259,same,259
How many types of musical instruments sound in the video?,one,-0.010375063866376877,-0.010908515192568302,0.0005334513261914253,105,same,105
Is the electric_bass in the video always playing?,yes,-0.008960912935435772,-0.009235312230885029,0.0002743992954492569,259,same,259
How many types of musical instruments sound in the video?,two,-0.009390510618686676,-0.009881454519927502,0.0004909439012408257,105,same,105
How many types of musical instruments sound in the video?,three,-0.012487939558923244,-0.012706389650702477,0.00021845009177923203,259,same,259
How many types of musical instruments sound in the video?,two,-0.01422877423465252,-0.014694320037961006,0.00046554580330848694,455,same,455
Is the piano in the video always playing?,yes,-0.011397914960980415,-0.011725501157343388,0.00032758619636297226,259,same,259
How many types of musical instruments sound in the video?,one,-0.014883515425026417,-0.015519808977842331,0.0006362935528159142,259,same,259
Where is the loudest instrument?,right,-0.021711699664592743,-0.022765088826417923,0.00105338916182518,259,same,259
How many types of musical instruments sound in the video?,two,-0.010485189035534859,-0.01102927140891552,0.000544082373380661,455,same,455
How many types of musical instruments sound in the video?,one,-0.012254254892468452,-0.012816110625863075,0.0005618557333946228,259,same,259
How many sounding xylophone in the video？,two,-0.005488763563334942,-0.005525475367903709,3.671180456876755e-05,105,same,105
How many types of musical instruments sound in the video?,one,-0.00822356902062893,-0.008898979052901268,0.0006754100322723389,105,same,105
How many types of musical instruments sound in the video?,two,-0.010628039948642254,-0.011148430407047272,0.0005203904584050179,455,same,455
Is the erhu in the video always playing?,no,-0.009787756018340588,-0.010114789009094238,0.00032703299075365067,455,same,455
Is the ukulele in the video always playing?,yes,-0.010520989075303078,-0.01068943552672863,0.00016844645142555237,455,same,455
Is the piano in the video always playing?,no,-0.013434522785246372,-0.013872775249183178,0.0004382524639368057,259,same,259
How many types of musical instruments sound in the video?,one,-0.006773544475436211,-0.007499137427657843,0.000725592952221632,259,same,259
Is the erhu in the video always playing?,no,-0.010056136175990105,-0.010466018691658974,0.000409882515668869,455,same,455
Is the cello in the video always playing?,yes,-0.00871221348643303,-0.008809244260191917,9.703077375888824e-05,259,same,259
How many types of musical instruments sound in the video?,one,-0.010257336311042309,-0.010969121009111404,0.0007117846980690956,105,same,105
How many types of musical instruments sound in the video?,two,-0.010967929847538471,-0.011478463187813759,0.0005105333402752876,259,same,259
How many types of musical instruments sound in the video?,two,-0.010599430650472641,-0.011128964833915234,0.0005295341834425926,259,same,259
How many types of musical instruments sound in the video?,one,-0.008855875581502914,-0.009530782699584961,0.0006749071180820465,105,same,105
What is the instrument on the right of violin?,violin,-0.016936635598540306,-0.018347643315792084,0.0014110077172517776,455,same,455
How many sounding erhu in the video？,two,-0.014110931195318699,-0.014283719472587109,0.00017278827726840973,455,same,455
How many types of musical instruments sound in the video?,two,-0.01018122024834156,-0.010764378122985363,0.0005831578746438026,259,same,259
How many types of musical instruments sound in the video?,two,-0.01183603797107935,-0.012275956571102142,0.0004399186000227928,259,same,259
Is the flute in the video always playing?,yes,-0.01543069165199995,-0.015489584766328335,5.88931143283844e-05,455,same,455
How many types of musical instruments sound in the video?,one,-0.010269018821418285,-0.010813486762344837,0.0005444679409265518,455,same,455
How many types of musical instruments sound in the video?,two,-0.009467250667512417,-0.009961351752281189,0.0004941010847687721,455,same,455
How many types of musical instruments sound in the video?,two,-0.009095653891563416,-0.009614072740077972,0.0005184188485145569,455,same,455
How many types of musical instruments sound in the video?,one,-0.012583005242049694,-0.01315526757389307,0.0005722623318433762,259,same,259
Is the instrument on the left more rhythmic than the instrument on the right?,no,-0.01521548442542553,-0.016176648437976837,0.0009611640125513077,105,same,105
How many types of musical instruments sound in the video?,one,-0.010035870596766472,-0.01053483784198761,0.000498967245221138,105,same,105
How many types of musical instruments sound in the video?,three,-0.011566316708922386,-0.011801326647400856,0.00023500993847846985,455,same,455
How many sounding flute in the video？,two,-0.006491735111922026,-0.00693910475820303,0.00044736964628100395,455,same,455
How many types of musical instruments sound in the video?,four,-0.013799389824271202,-0.014152751304209232,0.00035336147993803024,259,same,259
How many types of musical instruments sound in the video?,three,-0.008702138438820839,-0.009062299504876137,0.00036016106605529785,259,same,259
How many sounding accordion in the video？,two,-0.008663097396492958,-0.008878082036972046,0.00021498464047908783,259,same,259
How many sounding accordion in the video？,one,-0.007193961180746555,-0.007500389590859413,0.0003064284101128578,259,same,259
How many types of musical instruments sound in the video?,two,-0.01515665091574192,-0.015551241114735603,0.00039459019899368286,259,same,259
How many types of musical instruments sound in the video?,two,-0.012165462598204613,-0.012520401738584042,0.00035493914037942886,259,same,259
Is the flute in the video always playing?,no,-0.013542131520807743,-0.013899993151426315,0.00035786163061857224,455,same,455
Is the piano in the video always playing?,no,-0.006459688767790794,-0.006863892078399658,0.00040420331060886383,259,same,259
How many types of musical instruments sound in the video?,one,-0.013222333043813705,-0.013918817974627018,0.0006964849308133125,455,same,455
Is the acoustic_guitar in the video always playing?,no,-0.015144865028560162,-0.015293704345822334,0.0001488393172621727,259,same,259
How many types of musical instruments sound in the video?,two,-0.010242522694170475,-0.010746191255748272,0.0005036685615777969,259,same,259
Is the accordion in the video always playing?,yes,-0.011452149599790573,-0.011542736552655697,9.058695286512375e-05,259,same,259
How many types of musical instruments sound in the video?,one,-0.01303478516638279,-0.01369157899171114,0.0006567938253283501,259,same,259
How many types of musical instruments sound in the video?,two,-0.008573348633944988,-0.009029950015246868,0.0004566013813018799,259,same,259
How many types of musical instruments sound in the video?,one,-0.01162338349968195,-0.012166443280875683,0.0005430597811937332,259,same,259
Is the instrument on the right louder than the instrument on the left?,no,-0.012117752805352211,-0.012737631797790527,0.0006198789924383163,455,same,455
Is the violin in the video always playing?,no,-0.014487565495073795,-0.014848597347736359,0.0003610318526625633,455,same,455
Is the erhu in the video always playing?,yes,-0.013679883442819118,-0.013844036497175694,0.000164153054356575,455,same,455
Is the piano in the video always playing?,no,-0.009367616847157478,-0.009823002852499485,0.0004553860053420067,455,same,455
Is the pipa in the video always playing?,yes,-0.00877356342971325,-0.008768148720264435,-5.414709448814392e-06,105,same,105
Is the saxophone in the video always playing?,yes,-0.014331779442727566,-0.014409476891160011,7.769744843244553e-05,259,same,259
How many types of musical instruments sound in the video?,two,-0.01217938307672739,-0.012750888243317604,0.0005715051665902138,455,same,455
How many types of musical instruments sound in the video?,two,-0.018508486449718475,-0.018786264583468437,0.00027777813374996185,455,same,455
How many types of musical instruments sound in the video?,two,-0.010234621353447437,-0.01073512900620699,0.000500507652759552,259,same,259
How many types of musical instruments sound in the video?,three,-0.015067122876644135,-0.015296450816094875,0.00022932793945074081,259,same,259
How many sounding ukulele in the video？,one,-0.010148718021810055,-0.010700002312660217,0.0005512842908501625,259,same,259
How many sounding flute in the video？,one,-0.006980721838772297,-0.007541616912931204,0.0005608950741589069,455,same,455
How many types of musical instruments sound in the video?,three,-0.012164512649178505,-0.012513560242950916,0.00034904759377241135,259,same,259
How many types of musical instruments sound in the video?,one,-0.0116585036739707,-0.012317238375544548,0.0006587347015738487,259,same,259
Is there a accordion in the entire video?,yes,-0.012489905580878258,-0.012480881065130234,-9.024515748023987e-06,455,same,455
How many types of musical instruments sound in the video?,four,-0.013914531096816063,-0.014256627298891544,0.0003420962020754814,259,same,259
How many violin are in the entire video?,two,-0.012167306616902351,-0.012832650914788246,0.0006653442978858948,455,same,455
Is there a drum in the entire video?,yes,-0.012883917428553104,-0.012925805523991585,4.188809543848038e-05,105,same,105
How many types of musical instruments sound in the video?,one,-0.009584473446011543,-0.010290301404893398,0.000705827958881855,455,same,455
How many types of musical instruments sound in the video?,two,-0.008286385796964169,-0.008805802091956139,0.0005194162949919701,105,same,105
How many sounding accordion in the video？,one,-0.008280117064714432,-0.008571607060730457,0.00029148999601602554,259,same,259
How many types of musical instruments sound in the video?,three,-0.012125616893172264,-0.012554427608847618,0.000428810715675354,259,same,259
How many types of musical instruments sound in the video?,one,-0.00811050459742546,-0.008693331852555275,0.0005828272551298141,455,same,455
How many types of musical instruments sound in the video?,two,-0.011622288264334202,-0.012189996428787708,0.0005677081644535065,259,same,259
How many types of musical instruments sound in the video?,one,-0.007428409531712532,-0.007987909018993378,0.0005594994872808456,105,same,105
Is the congas in the video always playing?,yes,-0.013559896498918533,-0.01399445440620184,0.0004345579072833061,259,same,259
Is the flute on the left louder than the cello on the right?,yes,-0.0137421153485775,-0.01429122593253851,0.00054911058396101,455,same,455
Where is the loudest instrument?,left,-0.016037898138165474,-0.01593424193561077,-0.00010365620255470276,455,same,455
Is the instrument on the left more rhythmic than the instrument on the right?,no,-0.01367196999490261,-0.01480938121676445,0.0011374112218618393,455,same,455
How many sounding saxophone in the video？,three,-0.004089797846972942,-0.004301893524825573,0.00021209567785263062,259,same,259
Is the instrument on the left more rhythmic than the instrument on the right?,no,-0.016554975882172585,-0.017562543973326683,0.0010075680911540985,455,same,455
Is there a erhu sound?,yes,-0.012121837586164474,-0.012779727578163147,0.0006578899919986725,259,same,259
Is the instrument on the left more rhythmic than the instrument on the right?,no,-0.017434095963835716,-0.018345950171351433,0.0009118542075157166,259,same,259
Is the erhu on the left louder than the pipa on the right?,yes,-0.0192745141685009,-0.019690662622451782,0.00041614845395088196,455,same,455
How many types of musical instruments sound in the video?,three,-0.00801631435751915,-0.008379795588552952,0.00036348123103380203,455,same,455
Is the instrument on the left more rhythmic than the instrument on the right?,yes,-0.018391376361250877,-0.019203783944249153,0.0008124075829982758,259,same,259
Is the cello in the video always playing?,yes,-0.009070463478565216,-0.009155062027275562,8.459854871034622e-05,259,same,259
Is the instrument on the left more rhythmic than the instrument on the right?,no,-0.01735314540565014,-0.018359754234552383,0.0010066088289022446,105,same,105
Where is the first sounding instrument?,left,-0.01360939908772707,-0.014036777429282665,0.0004273783415555954,455,same,455
Is the cello in the video always playing?,no,-0.008482747711241245,-0.008586362935602665,0.00010361522436141968,259,same,259
Is the instrument on the middle more rhythmic than the instrument on the right?,no,-0.016162963584065437,-0.016901586204767227,0.0007386226207017899,455,same,455
How many sounding drum in the video？,two,-0.01056710071861744,-0.01085639651864767,0.0002892958000302315,168,same,168
Is the suona in the video always playing?,no,-0.017528841271996498,-0.018118062987923622,0.000589221715927124,455,same,455
Is the instrument on the left louder than the instrument on the right?,no,-0.017250794917345047,-0.018009617924690247,0.0007588230073451996,455,same,455
How many types of musical instruments sound in the video?,one,-0.010361874476075172,-0.010980582796037197,0.0006187083199620247,259,same,259
How many types of musical instruments sound in the video?,three,-0.014963819645345211,-0.015146130695939064,0.000182311050593853,455,same,455
Which is the musical instrument that sounds at the same time as the ukulele?,acoustic_guitar,-0.01232280395925045,-0.012894395738840103,0.000571591779589653,259,same,259
What is the first instrument that comes in?,acoustic_guitar,-0.015444419346749783,-0.016044102609157562,0.0005996832624077797,259,same,259
Is the violin on the left louder than the banjo on the right?,yes,-0.018296144902706146,-0.018748071044683456,0.0004519261419773102,455,same,455
Which is the musical instrument that sounds at the same time as the saxophone?,clarinet,-0.017124516889452934,-0.017492827028036118,0.0003683101385831833,259,same,259
How many bassoon are in the entire video?,four,-0.0020258165895938873,-0.0023113165516406298,0.00028549996204674244,259,same,259
Is the instrument on the left more rhythmic than the instrument on the right?,no,-0.01930096745491028,-0.020197669044137,0.0008967015892267227,455,same,455
Which instrument makes sounds after the piano?,violin,-0.00930866226553917,-0.009984360076487064,0.000675697810947895,259,same,259
Is the pipa in the video always playing?,yes,-0.012719795107841492,-0.01282400544732809,0.00010421033948659897,105,same,105
Where is the last sounding instrument?,middle,-0.015718426555395126,-0.016609828919172287,0.0008914023637771606,455,same,455
Which bassoon makes the sound first?,right,-0.009287742897868156,-0.0102127306163311,0.000924987718462944,455,same,455
What is the first instrument that comes in?,erhu,-0.015150608494877815,-0.015627937391400337,0.00047732889652252197,455,same,455
What is the first instrument that comes in?,xylophone,-0.011225810274481773,-0.012293105944991112,0.0010672956705093384,105,same,105
How many sounding violin in the video？,one,-0.010347972624003887,-0.010926030576229095,0.0005780579522252083,455,same,455
Where is the first sounding instrument?,left,-0.01958872564136982,-0.020209379494190216,0.0006206538528203964,455,same,455
Is there a pipa sound?,no,-0.011904695071280003,-0.012925831601023674,0.0010211365297436714,455,same,455
Is the piano in the video always playing?,yes,-0.010453336872160435,-0.010551468469202518,9.813159704208374e-05,259,same,259
Is the suona in the video always playing?,yes,-0.018582850694656372,-0.018985848873853683,0.0004029981791973114,455,same,455
Is the cello in the video always playing?,yes,-0.007776558864861727,-0.007792717311531305,1.6158446669578552e-05,259,same,259
How many sounding bagpipe in the video？,four,-0.006843616254627705,-0.0067995148710906506,-4.410138353705406e-05,259,same,259
Is the drum in the video always playing?,yes,-0.015556610189378262,-0.015621146187186241,6.453599780797958e-05,455,same,455
How many sounding acoustic_guitar in the video？,five,-0.004311284516006708,-0.004310067277401686,-1.2172386050224304e-06,105,same,105
Is the xylophone in the video always playing?,yes,-0.00907935295253992,-0.009343516081571579,0.00026416312903165817,105,same,105
Is the piano in the video always playing?,yes,-0.010215088725090027,-0.010525706224143505,0.00031061749905347824,455,same,455
Is the acoustic_guitar in the video always playing?,yes,-0.007196180522441864,-0.007291360292583704,9.517977014183998e-05,259,same,259
Is the instrument on the left more rhythmic than the instrument on the right?,no,-0.013513382524251938,-0.014579882845282555,0.0010665003210306168,259,same,259
How many sounding acoustic_guitar in the video？,three,-0.007258428726345301,-0.007307528052479029,4.909932613372803e-05,259,same,259
What is the first instrument that comes in?,violin,-0.013533629477024078,-0.014223434031009674,0.0006898045539855957,455,same,455
Is the flute in the video always playing?,yes,-0.01368490606546402,-0.013634495437145233,-5.041062831878662e-05,455,same,455
Is the violin in the video always playing?,yes,-0.011172203347086906,-0.01141280122101307,0.00024059787392616272,259,same,259
Is there a erhu in the entire video?,yes,-0.008256611414253712,-0.008070954121649265,-0.0001856572926044464,455,same,455
What is the first instrument that comes in?,pipa,-0.01641179993748665,-0.017342764884233475,0.0009309649467468262,105,same,105
How many sounding cello in the video？,four,-0.00895829126238823,-0.009487736038863659,0.0005294447764754295,455,same,455
What is the first instrument that comes in?,trumpet,-0.016831081360578537,-0.017482826486229897,0.0006517451256513596,259,same,259
Is there a piano in the entire video?,no,-0.010906731709837914,-0.011356876231729984,0.00045014452189207077,259,same,259
Is the first sound coming from the left instrument?,yes,-0.012931770645081997,-0.01333438977599144,0.0004026191309094429,455,same,455
Is the suona in the video always playing?,no,-0.014399765990674496,-0.015140203759074211,0.0007404377683997154,455,same,455
Which bagpipe makes the sound first?,simultaneously,-0.013967202045023441,-0.014091571792960167,0.00012436974793672562,455,same,455
What is the first instrument that comes in?,accordion,-0.011528114788234234,-0.012161905877292156,0.0006337910890579224,259,same,259
How many sounding acoustic_guitar in the video？,four,-0.005012035369873047,-0.005013762973248959,1.7276033759117126e-06,259,same,259
Is the acoustic_guitar in the video always playing?,yes,-0.0077138859778642654,-0.007760439999401569,4.6554021537303925e-05,259,same,259
Is the piano in the video always playing?,no,-0.011671457439661026,-0.012088101357221603,0.0004166439175605774,455,same,455
Is the tuba in the video always playing?,yes,-0.012178776785731316,-0.012303595431149006,0.00012481864541769028,259,same,259
Is the instrument on the left more rhythmic than the instrument on the right?,yes,-0.015551937744021416,-0.016281142830848694,0.0007292050868272781,455,same,455
Is the instrument on the left more rhythmic than the instrument on the right?,no,-0.014743337407708168,-0.01566135324537754,0.0009180158376693726,259,same,259
How many sounding guzheng in the video？,six,-0.011205632239580154,-0.011700484901666641,0.0004948526620864868,259,same,259
Is the instrument on the left louder than the instrument on the right?,no,-0.014770753681659698,-0.01548305805772543,0.000712304376065731,259,same,259
How many sounding clarinet in the video？,two,-0.00918603502213955,-0.00927358865737915,8.755363523960114e-05,455,same,455
Is the instrument on the left louder than the instrument on the right?,yes,-0.017041288316249847,-0.017818627879023552,0.0007773395627737045,259,same,259
Which is the musical instrument that sounds at the same time as the flute?,violin,-0.0183681920170784,-0.019057611003518105,0.0006894189864397049,455,same,455
Which is the musical instrument that sounds at the same time as the violin?,cello,-0.016251642256975174,-0.01717507652938366,0.0009234342724084854,259,same,259
Which is the musical instrument that sounds at the same time as the violin?,acoustic_guitar,-0.01155858114361763,-0.012381311506032944,0.0008227303624153137,455,same,455
Is the xylophone in the video always playing?,yes,-0.012017042376101017,-0.012319511733949184,0.0003024693578481674,105,wrong,771
Is the piano in the video always playing?,no,-0.011711979284882545,-0.012109220027923584,0.0003972407430410385,259,same,259
Is the last sound coming from the left instrument?,no,-0.0139953987672925,-0.014360938221216202,0.00036553945392370224,105,same,105
Which instrument makes sounds after the piano?,violin,-0.010567152872681618,-0.011153463274240494,0.000586310401558876,105,same,105
Where is the loudest instrument?,left,-0.01245325617492199,-0.012263420969247818,-0.00018983520567417145,455,same,455
Which is the musical instrument that sounds at the same time as the accordion?,violin,-0.015747468918561935,-0.016457144170999527,0.0007096752524375916,455,same,455
Which violin makes the sound first?,right,-0.014108661562204361,-0.014779695309698582,0.0006710337474942207,259,same,259
What is the second instrument that comes in?,trumpet,-0.009449517354369164,-0.010284371674060822,0.000834854319691658,259,same,259
Is the instrument on the left louder than the instrument on the right?,yes,-0.018412867560982704,-0.01920797862112522,0.0007951110601425171,259,same,259
What is the second instrument that comes in?,acoustic_guitar,-0.009140280075371265,-0.009808256290853024,0.0006679762154817581,455,same,455
Is the piano in the video always playing?,yes,-0.012886865064501762,-0.013209111988544464,0.0003222469240427017,259,same,259
Where is the lowest instrument?,left,-0.014839290641248226,-0.015164949931204319,0.00032565928995609283,455,same,455
Is the violin on the left louder than the cello on the right?,yes,-0.016150396317243576,-0.016552742570638657,0.00040234625339508057,455,same,455
What is the right instrument of the first sounding instrument?,flute,-0.013448785990476608,-0.01401712279766798,0.0005683368071913719,455,same,455
How many sounding bagpipe in the video？,two,-0.006554354913532734,-0.0065545132383704185,1.5832483768463135e-07,259,same,259
What is the third instrument that comes in?,pipa,-0.015069123357534409,-0.016106747090816498,0.0010376237332820892,455,same,455
Is the instrument on the left more rhythmic than the instrument on the right?,yes,-0.01729304902255535,-0.01805814728140831,0.0007650982588529587,259,same,259
What is the second instrument that comes in?,xylophone,-0.01659323461353779,-0.017545130103826523,0.0009518954902887344,168,same,168
Which accordion makes the sound first?,simultaneously,-0.011853617615997791,-0.011788396164774895,-6.522145122289658e-05,259,same,259
Is the first sound coming from the right instrument?,yes,-0.011732702143490314,-0.012121669016778469,0.0003889668732881546,455,same,455
Is the xylophone on the right more rhythmic than the acoustic_guitar on the left?,no,-0.011403664015233517,-0.011895960196852684,0.0004922961816191673,259,same,259
What is the left instrument of the last sounding instrument?,violin,-0.013220686465501785,-0.013914143666625023,0.0006934572011232376,455,same,455
Is the violin in the video always playing?,yes,-0.015742138028144836,-0.016093485057353973,0.00035134702920913696,455,same,455
What kind of instrument is the leftest instrument?,pipa,-0.014191868714988232,-0.014739405363798141,0.0005475366488099098,105,same,105
Is the cello on the right louder than the piano on the left?,no,-0.013399015180766582,-0.01379342656582594,0.0003944113850593567,259,same,259
How many sounding acoustic_guitar in the video？,one,-0.010276776738464832,-0.010717395693063736,0.00044061895459890366,455,same,455
Is there a xylophone sound?,no,-0.010723572224378586,-0.011721007525920868,0.000997435301542282,259,same,259
Is the first sound coming from the left instrument?,no,-0.010964620858430862,-0.011354241520166397,0.00038962066173553467,259,same,259
Is the instrument on the left louder than the instrument on the right?,no,-0.016170604154467583,-0.016920149326324463,0.0007495451718568802,259,same,259
Is the first sound coming from the right instrument?,no,-0.015335407108068466,-0.015833087265491486,0.0004976801574230194,455,same,455
Is there a clarinet sound?,yes,-0.012660732492804527,-0.013099096715450287,0.0004383642226457596,259,same,259
Is the instrument on the left more rhythmic than the instrument on the middle?,yes,-0.01411791704595089,-0.014925719238817692,0.0008078021928668022,259,same,259
How many sounding xylophone in the video？,two,-0.005923043005168438,-0.005960183683782816,3.7140678614377975e-05,105,same,105
How many sounding drum in the video？,zero,-0.015398221090435982,-0.015340210869908333,-5.8010220527648926e-05,455,same,455
How many sounding tuba in the video？,two,-0.002301562111824751,-0.0027643798384815454,0.00046281772665679455,259,same,259
Is the clarinet louder than the piano?,yes,-0.009795420803129673,-0.011174216866493225,0.001378796063363552,455,same,455
Is the saxophone on the right louder than the drum on the left?,yes,-0.017702991142868996,-0.018288863822817802,0.0005858726799488068,259,same,259
How many sounding pipa in the video？,seven,-0.010585437528789043,-0.010321457870304585,-0.0002639796584844589,455,same,455
Is the piano in the video always playing?,yes,-0.012061472050845623,-0.011951260268688202,-0.00011021178215742111,259,same,259
What is the first instrument that comes in?,cello,-0.012547234073281288,-0.01336180791258812,0.0008145738393068314,259,same,259
How many sounding trumpet in the video？,two,-0.007096968125551939,-0.007686074823141098,0.000589106697589159,259,same,259
Is the flute in the video always playing?,yes,-0.009186970070004463,-0.009269514121115208,8.254405111074448e-05,455,same,455
Is the piano in the video always playing?,no,-0.012957114726305008,-0.013368014246225357,0.0004108995199203491,455,same,455
What is the first instrument that comes in?,ukulele,-0.011650815606117249,-0.012369983829557896,0.0007191682234406471,455,same,455
Is the saxophone in the video always playing?,no,-0.009841329418122768,-0.010125098749995232,0.0002837693318724632,259,same,259
Is the tuba in the video always playing?,yes,-0.010513498447835445,-0.010626952163875103,0.00011345371603965759,259,same,259
Is the instrument on the middle more rhythmic than the instrument on the right?,yes,-0.01823199912905693,-0.018893249332904816,0.0006612502038478851,455,same,455
Is the piano in the video always playing?,no,-0.007745879702270031,-0.008258489891886711,0.0005126101896166801,259,same,259
Which instrument makes sounds before the acoustic_guitar?,clarinet,-0.014695032499730587,-0.01489634346216917,0.00020131096243858337,455,same,455
Where is the first sounding instrument?,middle,-0.01742645353078842,-0.018434692174196243,0.0010082386434078217,259,same,259
Is the cello in the video always playing?,yes,-0.010751066729426384,-0.010830353945493698,7.928721606731415e-05,259,same,259
Which saxophone makes the sound first?,simultaneously,-0.017346935346722603,-0.01774621568620205,0.0003992803394794464,259,same,259
